,Name,School,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS,Pk,Tm,Year,Pos
100,Luke Walton,Arizona,129.0,27.2,3.3,7.6,0.426,2.8,5.9,0.47,0.5,1.8,0.284,2.1,3.1,0.685,5.1,4.5,1.2,0.4,2.6,1.8,9.1,10.92,1.8,1.6,0.4,0.1,2.4,32,LAL,2003,PF
101,Travis Hansen,BYU,86.0,27.4,4.3,9.8,0.434,3.4,7.4,0.455,0.9,2.4,0.369,3.8,4.9,0.774,4.8,1.7,0.7,0.4,2.0,2.8,13.2,4.7,1.7,0.5,0.2,0.2,3.0,37,ATL,2003,SF
102,Steve Blake,Maryland,138.0,31.3,2.7,6.8,0.401,1.4,3.3,0.423,1.3,3.5,0.381,1.5,2.0,0.7709999999999999,3.4,7.0,1.7,0.3,3.3,2.1,8.3,9.34,1.6,2.8,0.8,0.1,5.9,38,WAS,2003,PG
103,Willie Green,Detroit,124.0,30.0,5.2,11.4,0.461,4.3,8.6,0.495,1.0,2.8,0.35200000000000004,2.9,3.8,0.757,4.2,2.2,0.9,0.3,2.0,2.3,14.3,0.88,1.2,1.0,0.5,0.1,6.9,41,SEA,2003,SG
104,Keith Bogans,Kentucky,135.0,29.0,5.0,11.4,0.4370000000000001,3.1,5.9,0.527,1.9,5.5,0.342,2.4,3.5,0.688,4.1,2.3,1.1,0.1,2.3,2.0,14.2,11.27,4.3,1.3,0.6,0.1,6.8,43,MIL,2003,SF
105,Matt Bonner,Florida,131.0,25.0,4.4,8.8,0.503,3.2,5.6,0.564,1.3,3.2,0.395,1.9,2.5,0.74,5.9,1.2,0.7,0.5,1.6,1.5,12.0,8.03,3.5,0.6,0.5,0.2,7.2,45,CHI,2003,C
106,Mo Williams,Alabama,64.0,33.7,4.4,10.9,0.405,3.0,6.1,0.4920000000000001,1.4,4.8,0.294,2.8,3.4,0.847,3.9,4.2,1.5,0.1,3.0,2.4,13.1,8.53,1.3,1.3,0.5,0.0,5.0,47,UTA,2003,SG
107,James Jones,Miami (FL),122.0,27.5,3.8,8.9,0.426,2.8,6.3,0.444,1.0,2.7,0.383,2.5,3.0,0.831,5.0,1.2,1.1,1.6,1.5,2.1,11.1,5.18,0.3,0.0,0.2,0.0,1.2,49,IND,2003,SF
108,Kyle Korver,Creighton,128.0,27.7,4.4,9.3,0.472,1.5,2.9,0.515,2.9,6.4,0.453,2.4,2.7,0.8909999999999999,5.2,2.3,1.3,0.5,1.8,2.3,14.1,1.76,1.5,0.5,0.3,0.1,4.5,51,NJN,2003,SF
109,Brandon Hunter,Ohio,119.0,32.6,5.9,11.6,0.51,5.6,10.7,0.525,0.3,1.0,0.339,4.7,7.8,0.608,9.3,2.1,0.8,0.7,3.4,2.6,16.9,1.82,3.3,0.5,0.4,0.0,3.5,56,BOS,2003,PF
110,Ben Gordon,UConn,106.0,31.0,5.6,12.7,0.44,3.2,7.2,0.452,2.3,5.5,0.423,3.5,4.4,0.795,3.9,4.1,1.2,0.2,2.8,2.3,16.9,7.61,2.6,2.0,0.6,0.1,15.1,3,CHI,2004,SG
111,Devin Harris,Wisconsin,96.0,35.0,4.6,10.2,0.447,2.6,5.0,0.522,1.9,5.2,0.375,3.8,4.8,0.778,4.1,3.1,1.7,0.4,1.8,2.1,14.8,7.74,1.3,2.2,1.0,0.3,5.7,5,WAS,2004,PG
112,Josh Childress,Stanford,86.0,28.6,4.5,10.2,0.438,3.3,6.6,0.494,1.2,3.6,0.335,2.2,2.8,0.755,6.8,1.8,0.9,1.1,1.7,2.1,12.3,7.25,6.0,1.9,0.9,0.4,10.1,6,ATL,2004,SG
113,Luol Deng,Duke,37.0,31.1,5.7,11.9,0.476,4.6,8.9,0.515,1.1,3.0,0.36,2.6,3.7,0.71,6.9,1.8,1.3,1.1,2.2,2.2,15.1,10.86,5.3,2.2,0.8,0.4,11.7,7,PHO,2004,SF
114,Rafael Araujo,BYU,62.0,27.4,5.9,10.4,0.5670000000000001,5.7,9.8,0.5870000000000001,0.2,0.7,0.268,3.1,4.5,0.691,9.5,1.2,1.4,0.6,2.9,3.4,15.1,5.79,3.1,0.3,0.4,0.1,3.3,8,TOR,2004,C
115,Andre Iguodala,Arizona,62.0,25.4,3.3,7.8,0.424,2.8,5.9,0.473,0.5,1.9,0.274,2.5,3.3,0.738,6.6,3.4,1.5,0.5,2.1,2.2,9.6,7.79,5.7,3.0,1.7,0.6,9.0,9,PHI,2004,SG
116,Luke Jackson,Oregon,126.0,29.1,5.1,11.1,0.461,3.7,7.7,0.488,1.4,3.4,0.402,4.0,4.7,0.8490000000000001,5.9,3.4,1.3,0.3,2.3,1.8,15.6,6.96,0.6,0.3,0.0,0.0,2.9,10,CLE,2004,SF
117,Kris Humphries,Minnesota,29.0,34.1,7.6,17.2,0.444,7.0,15.4,0.455,0.6,1.7,0.34,5.9,7.9,0.742,10.1,0.7,0.9,1.1,2.8,2.2,21.7,5.36,2.9,0.6,0.4,0.3,4.1,14,UTA,2004,PF
118,Kirk Snyder,Nevada,84.0,30.8,5.7,13.3,0.426,4.4,9.3,0.477,1.3,4.1,0.31,4.1,6.0,0.677,6.4,2.7,0.9,0.8,3.1,2.4,16.7,3.25,1.8,0.5,0.4,0.3,5.0,16,UTA,2004,SG
119,Jameer Nelson,St. Joseph's,125.0,34.5,5.6,12.4,0.454,3.8,7.4,0.514,1.8,5.0,0.365,3.7,4.7,0.7859999999999999,4.6,5.7,2.0,0.1,3.0,2.2,16.8,4.12,2.4,3.0,1.0,0.0,8.7,20,DEN,2004,PG
120,Delonte West,St. Joseph's,89.0,26.8,5.1,10.3,0.489,3.8,7.0,0.544,1.3,3.4,0.377,2.5,3.0,0.831,4.2,3.0,1.4,0.2,2.0,1.9,13.9,4.0,1.7,1.4,0.5,0.2,4.5,24,BOS,2004,SG
121,Tony Allen,Oklahoma State,67.0,31.4,5.5,11.5,0.477,4.7,9.3,0.508,0.8,2.2,0.34700000000000003,3.5,5.2,0.682,5.5,2.9,2.0,0.8,2.8,2.9,15.3,7.84,2.9,0.8,1.0,0.3,6.4,25,BOS,2004,SG
122,Kevin Martin,Western Carolina,79.0,31.8,7.2,15.5,0.462,4.9,9.1,0.542,2.2,6.4,0.34600000000000003,6.8,8.0,0.841,4.5,1.7,1.7,0.4,2.9,2.1,23.3,-3.74,1.3,0.5,0.4,0.1,2.9,26,SAC,2004,PG
123,Jackson Vroman,Iowa State,63.0,30.6,5.4,9.7,0.5579999999999999,5.4,9.5,0.569,0.0,0.2,0.077,2.4,4.7,0.512,9.5,2.1,1.2,1.1,2.8,3.6,13.2,7.06,3.8,0.9,0.5,0.4,4.6,31,CHI,2004,C-
124,Lionel Chalmers,Xavier,123.0,31.7,4.2,9.8,0.425,2.3,4.7,0.483,1.9,5.1,0.3720000000000001,2.4,3.4,0.716,2.9,3.3,1.3,0.1,2.7,2.2,12.7,4.78,0.9,1.4,0.4,0.0,3.1,33,LAC,2004,PG
125,Andre Emmett,Texas Tech,128.0,32.3,6.9,13.8,0.5,6.5,12.4,0.52,0.4,1.4,0.312,3.4,4.9,0.703,6.0,1.6,1.3,0.3,1.9,1.3,17.6,7.3,0.3,0.0,0.0,0.0,0.9,35,SEA,2004,SG
126,Antonio Burks,Memphis,91.0,30.6,4.3,9.2,0.469,3.6,7.4,0.484,0.7,1.7,0.401,2.0,3.0,0.6729999999999999,2.6,5.4,1.9,0.2,2.3,2.3,11.3,5.31,0.5,1.2,0.5,0.0,3.0,36,ORL,2004,PG
127,Royal Ivey,Texas,133.0,24.7,2.8,6.1,0.455,2.4,4.9,0.483,0.4,1.2,0.338,1.9,2.6,0.7090000000000001,3.1,2.3,0.9,0.2,1.5,2.7,7.8,9.13,1.4,1.7,0.6,0.1,3.5,37,ATL,2004,PG
128,Chris Duhon,Duke,144.0,33.4,3.0,7.2,0.418,1.9,3.7,0.511,1.1,3.5,0.321,1.7,2.4,0.693,3.4,5.7,2.1,0.1,2.5,1.9,8.8,10.09,2.6,4.9,1.0,0.0,5.9,38,CHI,2004,PG
129,Justin Reed,Ole Miss,122.0,28.7,5.6,11.7,0.476,5.2,10.4,0.5,0.4,1.3,0.285,3.1,4.4,0.7070000000000001,6.3,1.1,1.0,0.7,2.4,3.2,14.6,7.16,0.7,0.4,0.1,0.0,1.8,40,BOS,2004,SF
130,Trevor Ariza,UCLA,25.0,31.6,4.3,10.0,0.426,3.6,7.0,0.509,0.7,3.0,0.237,2.3,4.5,0.504,6.5,2.1,1.7,0.4,3.2,2.8,11.6,6.82,3.0,1.1,0.9,0.2,5.9,43,NYK,2004,SF
131,Bernard Robinson,Michigan,120.0,30.6,4.6,10.4,0.44,4.0,8.5,0.472,0.6,1.9,0.297,2.8,3.4,0.8140000000000001,5.3,3.0,1.4,0.4,2.9,2.5,12.5,8.4,1.5,1.0,0.4,0.1,3.0,45,CHA,2004,SG
132,Matt Freije,Vanderbilt,121.0,28.7,5.2,11.7,0.448,3.7,7.4,0.501,1.5,4.3,0.355,3.7,4.7,0.7859999999999999,4.9,0.9,0.7,0.6,1.4,2.2,15.6,8.36,2.7,0.9,0.6,0.1,4.0,53,MIA,2004,PF
133,Andrew Bogut,Utah,68.0,32.7,6.6,10.9,0.603,6.4,10.4,0.616,0.2,0.5,0.361,3.2,4.7,0.674,11.1,2.3,0.7,1.6,2.7,2.3,16.6,4.53,7.0,2.3,0.6,0.8,9.4,1,MIL,2005,PF
134,Marvin Williams,UNC,36.0,22.2,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.4320000000000001,3.8,4.5,0.847,6.6,0.7,1.1,0.5,1.6,2.6,11.3,10.66,4.8,0.8,0.6,0.3,8.5,2,ATL,2005,PF
135,Deron Williams,Illinois,101.0,31.7,4.0,9.4,0.422,2.3,5.1,0.464,1.6,4.3,0.374,1.5,2.1,0.685,3.3,5.9,1.1,0.2,2.4,2.2,11.0,7.44,2.4,4.5,0.8,0.2,10.8,3,UTA,2005,PG
136,Chris Paul,Wake Forest,63.0,33.5,4.4,9.3,0.472,3.0,6.4,0.473,1.4,2.9,0.47,4.9,5.8,0.838,3.9,6.3,2.5,0.2,2.7,2.6,15.0,10.65,5.1,7.8,2.2,0.1,16.1,4,NOH,2005,PG
137,Raymond Felton,UNC,101.0,33.9,4.1,9.7,0.423,2.4,5.1,0.467,1.7,4.6,0.375,2.6,3.5,0.731,4.1,6.9,1.9,0.3,3.6,2.3,12.5,11.0,3.3,5.6,1.3,0.1,11.9,5,CHA,2005,PG
138,Charlie Villanueva,UConn,63.0,22.3,4.3,8.3,0.518,3.9,7.4,0.534,0.4,1.0,0.393,2.2,3.2,0.6809999999999999,6.7,1.0,0.4,1.7,1.7,2.2,11.2,7.7,6.4,1.1,0.7,0.8,13.0,7,TOR,2005,PF
139,Channing Frye,Arizona,133.0,27.7,5.3,9.5,0.562,5.3,9.3,0.568,0.0,0.2,0.261,2.8,3.7,0.759,7.3,1.3,0.6,1.9,1.4,2.8,13.5,9.02,5.8,0.8,0.5,0.7,12.3,8,NYK,2005,C
140,Ike Diogu,Arizona State,91.0,35.1,6.8,11.9,0.5710000000000001,6.3,10.7,0.591,0.5,1.2,0.387,7.4,9.4,0.7859999999999999,8.8,1.2,0.4,1.7,3.4,2.8,21.4,6.66,3.3,0.4,0.2,0.4,7.0,9,GSW,2005,PF
141,Sean May,UNC,77.0,27.8,5.7,11.2,0.513,5.7,11.1,0.519,0.0,0.1,0.0,4.3,6.0,0.7170000000000001,10.0,1.5,1.3,1.2,2.4,2.4,15.8,11.0,4.7,1.0,0.7,0.5,8.2,13,CHA,2005,PF
142,Rashad McCants,UNC,98.0,29.2,6.3,12.9,0.486,4.0,7.4,0.5379999999999999,2.3,5.4,0.415,2.8,3.8,0.721,4.1,2.1,1.5,0.6,2.2,2.4,17.6,11.0,1.8,0.8,0.6,0.3,7.9,14,MIN,2005,SG
143,Antoine Wright,Texas A&M,87.0,32.1,5.4,13.0,0.412,3.3,7.5,0.439,2.1,5.5,0.376,2.6,4.0,0.648,5.6,2.1,1.1,0.6,2.3,2.6,15.4,5.15,0.8,0.3,0.1,0.1,1.8,15,NJN,2005,SG
144,Hakim Warrick,Syracuse,135.0,31.0,5.7,10.6,0.536,5.6,10.3,0.544,0.1,0.3,0.25,3.9,5.9,0.659,7.6,1.5,1.0,0.9,2.3,2.4,15.4,7.34,2.1,0.4,0.2,0.3,4.1,19,MEM,2005,PF
145,Nate Robinson,Washington,89.0,28.2,5.0,11.0,0.457,3.6,6.9,0.523,1.4,4.1,0.348,3.0,3.7,0.7929999999999999,3.9,3.2,1.6,0.1,2.0,2.6,14.4,7.12,2.3,2.0,0.8,0.0,9.3,21,PHO,2005,PG
146,Jarrett Jack,Georgia Tech,101.0,32.3,4.0,8.4,0.478,3.1,5.9,0.53,0.9,2.6,0.359,3.6,4.5,0.7959999999999999,4.5,5.4,1.8,0.1,3.3,2.0,12.5,9.64,2.0,2.8,0.5,0.0,6.7,22,DEN,2005,SG
147,Francisco Garcia,Louisville,98.0,28.1,4.7,10.5,0.448,2.9,5.5,0.519,1.8,5.0,0.369,3.2,3.7,0.8490000000000001,3.9,3.5,1.5,1.4,2.4,2.7,14.4,6.66,2.8,1.4,0.6,0.7,5.6,23,SAC,2005,SF
148,Luther Head,Illinois,128.0,25.4,3.5,7.5,0.473,1.9,3.2,0.594,1.6,4.3,0.382,1.4,1.9,0.752,3.1,2.5,1.2,0.2,1.5,1.5,10.1,8.06,3.3,2.7,1.1,0.1,8.8,24,HOU,2005,SG
149,Jason Maxiell,Cincinnati,129.0,27.6,4.4,8.6,0.507,4.3,8.5,0.509,0.0,0.1,0.28600000000000003,3.4,5.2,0.653,7.0,0.7,0.7,1.9,1.5,2.6,12.1,6.76,1.1,0.1,0.2,0.2,2.3,26,DET,2005,PF
150,Linas Kleiza,Missouri,49.0,28.7,4.7,11.3,0.413,3.9,8.6,0.453,0.8,2.8,0.287,4.3,6.1,0.7070000000000001,7.9,1.3,0.6,0.3,2.4,2.9,14.4,9.14,1.9,0.2,0.2,0.2,3.5,27,POR,2005,PF
151,David Lee,Florida,127.0,25.0,4.3,7.4,0.581,4.3,7.3,0.584,0.0,0.0,0.0,2.8,4.0,0.6809999999999999,6.8,2.0,0.9,0.9,2.1,2.2,11.3,8.11,4.5,0.6,0.4,0.3,5.1,30,NYK,2005,SF
152,Salim Stoudamire,Arizona,129.0,29.8,4.8,10.1,0.471,2.1,4.3,0.488,2.7,5.8,0.458,3.0,3.5,0.87,2.2,2.0,0.8,0.1,2.0,2.2,15.2,9.02,1.9,1.2,0.4,0.0,9.7,31,ATL,2005,SG
153,Daniel Ewing,Duke,138.0,27.7,3.9,9.0,0.4320000000000001,2.3,5.0,0.464,1.6,4.0,0.392,2.2,2.9,0.746,2.8,2.1,1.4,0.2,1.9,2.6,11.6,9.61,1.3,1.3,0.6,0.1,3.8,32,LAC,2005,SG
154,Brandon Bass,LSU,59.0,34.2,5.1,9.5,0.54,4.8,8.7,0.5539999999999999,0.3,0.8,0.378,4.6,5.8,0.78,8.2,0.7,0.8,1.8,1.8,2.2,15.1,7.18,2.3,0.1,0.1,0.2,2.3,33,NOH,2005,PF
155,Ronny Turiaf,Gonzaga,127.0,25.5,4.2,8.2,0.518,4.2,8.0,0.524,0.0,0.1,0.222,5.1,7.1,0.715,6.8,1.0,0.5,1.4,2.1,2.9,13.6,3.06,1.6,0.3,0.1,0.4,2.0,37,LAL,2005,C
156,Travis Diener,Marquette,120.0,31.4,4.3,10.2,0.416,1.9,4.5,0.42,2.4,5.7,0.413,3.2,3.8,0.8370000000000001,3.1,5.1,1.3,0.1,1.9,2.1,14.1,5.22,0.9,0.7,0.3,0.0,3.8,38,ORL,2005,PG
157,Von Wafer,Florida State,61.0,21.6,3.5,8.7,0.405,1.7,3.8,0.457,1.8,4.9,0.365,1.3,1.9,0.669,2.2,1.4,0.9,0.2,1.4,1.4,10.1,8.65,0.5,0.3,0.2,0.0,1.3,39,LAL,2005,SG
158,Bracey Wright,Indiana,85.0,35.7,5.5,13.6,0.405,3.3,7.4,0.451,2.2,6.3,0.35,4.4,5.7,0.7759999999999999,5.1,2.4,0.9,0.6,2.3,1.8,17.6,9.25,2.6,0.7,0.1,0.0,8.9,47,MIN,2005,SG
159,Ryan Gomes,Providence,116.0,35.1,6.8,13.0,0.519,6.1,11.0,0.5489999999999999,0.7,2.0,0.35200000000000004,4.2,5.3,0.789,8.9,2.3,1.6,0.4,2.3,2.1,18.4,7.36,4.9,1.0,0.6,0.1,7.6,50,BOS,2005,PF
160,Dijon Thompson,UCLA,117.0,27.8,4.6,10.0,0.464,3.5,6.8,0.51,1.1,3.1,0.362,2.1,2.7,0.7809999999999999,4.7,2.0,1.1,0.3,2.4,1.8,12.5,8.61,1.1,0.1,0.3,0.1,2.8,54,NYK,2005,SG
161,Alex Acker,Pepperdine,88.0,34.4,5.1,11.2,0.457,3.7,7.9,0.476,1.4,3.3,0.411,2.9,3.5,0.823,5.6,2.8,1.5,0.4,2.6,1.9,14.5,1.8,1.0,0.8,0.2,0.0,1.8,60,DET,2005,SG
162,Adam Morrison,Gonzaga,95.0,30.6,7.0,14.0,0.503,5.7,10.3,0.551,1.3,3.7,0.368,4.2,5.5,0.7609999999999999,5.1,2.0,0.7,0.4,1.7,1.7,19.7,4.24,2.9,2.1,0.4,0.1,11.8,3,CHA,2006,PF
163,Tyrus Thomas,LSU,32.0,25.9,4.8,7.8,0.608,4.7,7.8,0.606,0.0,0.0,1.0,2.8,4.3,0.657,9.2,1.3,1.0,3.1,1.8,2.6,12.3,8.77,3.7,0.6,0.6,1.1,5.2,4,POR,2006,PF
164,Shelden Williams,Duke,139.0,28.1,4.9,8.6,0.5720000000000001,4.9,8.6,0.574,0.0,0.1,0.333,4.0,5.7,0.6940000000000001,9.1,0.9,1.2,3.0,2.3,3.1,13.9,9.51,5.4,0.5,0.6,0.5,5.5,5,ATL,2006,PF
165,Brandon Roy,Washington,103.0,27.5,5.2,10.1,0.512,4.7,8.6,0.541,0.5,1.5,0.344,3.5,4.5,0.765,5.0,3.0,1.0,0.5,2.1,2.1,14.3,6.83,4.4,4.0,1.2,0.2,16.8,6,MIN,2006,SG
166,Randy Foye,Villanova,131.0,31.3,5.2,13.1,0.399,3.6,8.1,0.441,1.6,4.9,0.329,3.0,3.8,0.7809999999999999,4.8,3.2,1.5,0.4,2.9,2.7,15.0,8.37,2.7,2.8,0.6,0.3,10.1,7,BOS,2006,PG
167,Rudy Gay,UConn,64.0,29.8,5.0,10.8,0.461,4.1,8.5,0.483,0.9,2.3,0.378,2.8,3.8,0.721,5.9,1.8,1.3,1.7,2.2,2.3,13.6,7.1,4.5,1.3,0.9,0.9,10.8,8,HOU,2006,SF
168,Hilton Armstrong,UConn,131.0,15.1,1.7,3.1,0.563,1.7,3.1,0.565,0.0,0.0,0.333,1.2,2.1,0.578,3.9,0.6,0.3,1.5,1.2,2.1,4.7,7.4,2.7,0.2,0.2,0.5,3.1,12,NOK,2006,C
169,Ronnie Brewer,Arkansas,90.0,33.0,5.5,11.9,0.462,4.3,8.5,0.511,1.2,3.4,0.34,3.6,5.4,0.6709999999999999,5.0,3.3,2.4,0.5,2.3,1.7,15.7,5.35,1.3,0.4,0.7,0.1,4.6,14,UTA,2006,SG
170,Rodney Carney,Memphis,133.0,27.6,5.0,11.9,0.415,2.8,6.0,0.468,2.2,6.0,0.362,2.2,3.1,0.7170000000000001,4.9,1.2,1.0,1.0,1.4,2.1,14.3,5.22,1.9,0.4,0.6,0.3,6.6,16,CHI,2006,SF
171,Shawne Williams,Memphis,36.0,27.8,4.3,10.4,0.416,3.0,6.1,0.489,1.3,4.3,0.312,3.2,4.0,0.7859999999999999,6.2,1.9,1.4,1.4,2.3,2.9,13.2,4.24,1.8,0.5,0.1,0.2,3.9,17,IND,2006,SG
172,Quincy Douby,Rutgers,95.0,32.1,6.1,14.1,0.4320000000000001,3.5,7.3,0.473,2.6,6.8,0.389,2.9,3.6,0.82,2.9,2.7,1.3,0.7,2.2,1.8,17.8,6.93,0.9,0.4,0.4,0.1,2.8,19,SAC,2006,PG
173,Renaldo Balkman,South Carolina,104.0,21.1,3.0,5.5,0.5529999999999999,2.9,5.0,0.581,0.2,0.5,0.29100000000000004,1.2,2.2,0.5329999999999999,5.3,1.7,1.2,1.1,1.7,2.1,7.4,7.11,4.3,0.6,0.8,0.6,4.9,20,NYK,2006,SF
174,Rajon Rondo,Kentucky,68.0,28.1,3.7,7.4,0.493,3.3,6.0,0.544,0.4,1.5,0.28300000000000003,1.9,3.3,0.5770000000000001,4.5,4.2,2.3,0.2,2.2,2.0,9.6,8.49,3.7,3.8,1.6,0.1,6.4,21,PHO,2006,PG
175,Marcus Williams,UConn,70.0,27.9,2.9,7.2,0.402,2.1,5.2,0.413,0.8,2.1,0.375,2.4,3.0,0.7909999999999999,3.2,7.3,1.0,0.2,3.2,1.7,9.0,7.32,2.1,3.3,0.4,0.0,6.8,22,NJN,2006,PG
176,Kyle Lowry,Villanova,57.0,26.7,3.2,7.1,0.449,2.9,6.4,0.463,0.2,0.7,0.325,2.9,4.0,0.737,3.8,3.0,1.9,0.2,1.9,2.6,9.5,8.83,3.1,3.2,1.4,0.1,5.6,24,MEM,2006,PG
177,Shannon Brown,Michigan State,97.0,28.0,4.3,9.4,0.457,3.2,6.3,0.503,1.1,3.1,0.364,2.5,3.0,0.831,3.4,1.9,1.3,0.1,2.0,1.9,12.2,7.69,0.9,0.4,0.3,0.1,3.2,25,CLE,2006,SG
178,Jordan Farmar,UCLA,66.0,32.2,4.4,10.8,0.41,3.0,6.4,0.463,1.5,4.4,0.333,3.0,4.0,0.76,3.0,5.2,1.2,0.2,3.8,2.1,13.3,7.68,1.7,1.9,0.6,0.1,4.4,26,LAL,2006,PG
179,Maurice Ager,Michigan State,124.0,25.6,4.2,9.6,0.441,2.6,5.3,0.4920000000000001,1.6,4.3,0.38,2.5,3.2,0.775,3.4,1.5,0.5,0.3,1.7,1.9,12.5,8.19,0.7,0.2,0.1,0.1,2.2,28,DAL,2006,SG
180,Mardy Collins,Temple,125.0,37.5,5.7,14.4,0.399,4.3,9.4,0.457,1.5,5.0,0.292,2.4,3.9,0.624,4.6,3.2,2.3,0.2,2.0,2.3,15.4,5.33,2.0,1.6,0.6,0.1,4.5,29,NYK,2006,SF
181,Steve Novak,Marquette,126.0,27.0,3.8,8.4,0.456,1.0,2.3,0.443,2.8,6.1,0.461,1.9,2.1,0.931,4.2,1.0,0.5,0.1,1.1,2.0,12.4,6.07,0.7,0.2,0.1,0.0,1.5,32,HOU,2006,SF
182,Solomon Jones,South Florida,59.0,31.2,3.7,7.3,0.505,3.7,7.2,0.507,0.0,0.0,0.0,2.5,3.6,0.693,8.0,1.0,0.6,2.6,2.7,3.4,9.8,3.34,2.3,0.2,0.2,0.7,3.3,33,ATL,2006,PF
183,Paul Davis,Michigan State,130.0,25.8,4.7,8.8,0.5379999999999999,4.6,8.4,0.5489999999999999,0.1,0.4,0.271,3.7,4.8,0.763,7.0,1.4,1.1,0.7,2.1,2.6,13.2,8.19,1.4,0.2,0.2,0.2,1.6,34,LAC,2006,C
184,Craig Smith,Boston College,130.0,34.0,7.1,12.7,0.5579999999999999,7.0,12.2,0.5720000000000001,0.1,0.5,0.239,3.8,5.9,0.643,8.6,1.9,1.3,0.8,2.3,2.9,18.1,6.73,5.1,0.6,0.6,0.2,7.4,36,MIN,2006,PF
185,David Noel,UNC,127.0,23.2,2.7,5.2,0.532,2.2,3.7,0.6,0.5,1.4,0.354,0.9,1.6,0.5870000000000001,4.3,1.9,1.1,0.5,1.7,2.0,6.9,10.19,1.8,1.0,0.4,0.1,2.7,39,MIL,2006,PF
186,Daniel Gibson,Texas,68.0,33.0,4.3,10.5,0.411,1.8,3.9,0.451,2.6,6.6,0.387,2.5,3.4,0.741,3.6,3.5,1.5,0.3,2.4,2.5,13.8,7.28,1.5,1.2,0.4,0.1,4.6,42,CLE,2006,PG
187,Dee Brown,Jacksonville,108.0,29.0,5.4,11.3,0.482,4.6,9.1,0.51,0.8,2.2,0.366,2.3,3.0,0.763,5.3,3.1,1.9,0.3,2.3,2.2,13.9,1.43,2.2,4.2,1.0,0.2,8.7,46,UTA,2006,PG
188,Paul Millsap,Louisiana Tech,92.0,35.2,7.2,12.4,0.5770000000000001,7.1,12.2,0.58,0.1,0.2,0.375,4.2,6.8,0.62,12.7,0.9,1.3,2.0,2.4,3.1,18.6,2.11,5.2,0.8,0.8,0.9,6.8,47,UTA,2006,PF
189,Leon Powe,California,54.0,32.5,5.9,12.0,0.4920000000000001,5.9,11.9,0.495,0.1,0.2,0.3,5.9,8.8,0.672,9.8,1.1,0.8,0.6,2.2,2.4,17.8,7.74,3.4,0.2,0.2,0.3,4.2,49,DEN,2006,C
190,Ryan Hollins,UCLA,113.0,20.2,2.0,3.5,0.575,2.0,3.5,0.574,0.0,0.0,1.0,1.7,2.9,0.591,4.0,0.4,0.2,0.9,1.4,2.4,5.7,7.98,1.1,0.0,0.1,0.3,2.4,50,CHA,2006,C
191,Guillermo Diaz,Miami (FL),93.0,32.6,5.5,12.4,0.448,3.7,7.5,0.493,1.9,4.9,0.38,2.9,3.9,0.74,3.4,2.6,1.3,0.3,2.1,1.8,15.9,6.02,0.3,0.2,0.0,0.0,0.8,52,LAC,2006,SG
192,Hassan Adams,Arizona,130.0,27.8,5.8,11.6,0.499,5.2,9.7,0.535,0.6,1.9,0.311,1.9,2.7,0.7040000000000001,5.4,2.0,1.8,0.7,2.0,2.0,14.0,8.42,1.3,0.2,0.3,0.1,2.9,54,NJN,2006,SG
193,Will Blalock,Iowa State,93.0,34.3,4.2,10.0,0.421,3.2,7.1,0.445,1.1,2.9,0.365,2.1,2.9,0.7190000000000001,3.1,5.0,1.9,0.1,2.5,1.6,11.6,7.92,1.1,1.2,0.4,0.0,1.8,60,DET,2006,PG
194,Kevin Durant,Texas,35.0,35.9,8.7,18.5,0.473,6.4,12.7,0.505,2.3,5.8,0.404,6.0,7.3,0.816,11.1,1.3,1.9,1.9,2.8,2.0,25.8,6.12,4.4,2.4,1.0,0.9,20.3,2,SEA,2007,SG
195,Al Horford,Florida,109.0,25.7,3.9,6.6,0.586,3.9,6.6,0.589,0.0,0.0,0.0,2.5,4.1,0.619,7.9,1.7,0.9,1.7,1.6,2.5,10.3,6.65,9.7,1.5,0.7,0.9,10.1,3,ATL,2007,C
196,Mike Conley,Ohio State,39.0,31.6,4.1,7.9,0.518,3.6,6.2,0.579,0.5,1.8,0.304,2.6,3.7,0.6940000000000001,3.4,6.1,2.2,0.3,2.2,1.5,11.3,9.03,2.6,4.2,0.8,0.0,9.4,4,MEM,2007,PG
197,Jeff Green,Georgetown,102.0,33.2,4.8,9.7,0.488,3.9,7.3,0.531,0.9,2.4,0.359,2.7,3.9,0.7,6.5,3.1,0.9,1.2,2.5,2.5,13.1,7.65,4.7,1.5,0.6,0.6,10.5,5,BOS,2007,SF
198,Corey Brewer,Florida,108.0,27.2,4.0,8.2,0.48,3.0,5.7,0.536,0.9,2.6,0.35600000000000004,2.5,3.6,0.708,4.3,2.8,1.6,0.4,2.3,2.2,11.3,6.65,3.7,1.4,1.0,0.3,5.8,7,MIN,2007,SF
199,Joakim Noah,Florida,108.0,21.1,3.8,6.2,0.616,3.8,6.2,0.617,0.0,0.0,0.5,2.9,4.2,0.684,6.4,1.7,0.9,1.7,1.8,2.0,10.5,6.65,5.6,1.1,0.9,0.9,6.6,9,CHI,2007,C
